GeneSymbol	Diseases
PDCD6	Lung cancer:Melanoma:Rabies
CD8A	Chronic obstructive airway disease:Leukemia:Lupus erythematosus:Melanoma:Multiple sclerosis
CD8B	HIV infection
PDCD4	Breast cancer:Carcinoma
PDCD1	Arthritis:Autoimmune disease:Bladder cancer:HIV infection:Hepatitis:Hodgkin's disease:Immunologic deficiency syndrome:Kidney disease:Lung disease:Lupus erythematosus:Lupus vulgaris:Oral cancer:Sicca syndrome:Viremia
KRTAP5-1	"Skin disease, Genetic":Congenital abnormality
PDCD2	Cancer:Lymphoma
FUBP1	Parkinson disease
EPCAM	Cancer
CD96	Leukemia
DGCR2	Schizophrenia
CXCR5	Abortion:Brain tumor:Colon cancer:HIV infection:Leukemia:Skin cancer
BOK	Pre-Eclampsia
ANG	Amyotrophic lateral sclerosis:Cancer:Choriocarcinoma:Diabetes mellitus:Endometriosis
ITIH1	Cancer
CXCR7	Cancer:Lung cancer
CXCR6	Chronic obstructive airway disease:Embryoma:Graves' disease:HIV infection:Neurilemmoma:Peripheral nerve sheath cancer:Viremia
ITIH4	Cystitis
ITIH5	Cancer
TPO	Embryoma:Hypothyroidism:Infection:Kidney disease:Leukemia:Neoplasm metastasis:Thrombocytosis:Thyroid gland disease
SHC1	Atherosclerosis:Breast cancer:Colon cancer:Diabetes mellitus:Embryoma:Hyperglycemia:Kidney failure:Liver cancer:Prostate cancer
ITIH2	"Labor, Premature":Eating disorder:Herpes:Ovarian cancer
ITIH3	Lung cancer:Neoplasm metastasis
CLINT1	Schizophrenia
SHBG	Anorexia nervosa:Breast cancer:Endocrine system disease:Female reproductive system disorder:Fibroid tumor:Liver cancer:Obesity:Osteoporosis:Protein-energy malnutrition:Testicular dysfunction:Urogenital abnormalities
GABRG3	Drug abuse:Hypogonadism:Yersinia infection
SP100	Leukoencephalopathy:Neuroblastoma
FOXJ1	Atopic rhinitis
ALK	Cancer:Reticulosarcoma
CD3EAP	Adenoma:Colon cancer
TYK2	"Thrombocythemia, Hemorrhagic":Autoimmune disease:Lupus erythematosus:Prostate cancer:Sarcoidosis
AMH	Azoospermia:Female reproductive system disorder:Hypogonadism:Infertility:Ovarian disease:Ovarian failure:Prostate cancer
TNFRSF9	Arthritis:Colon cancer:Enteritis:Graves' disease:Liver cancer:Rheumatoid arthritis
DDR1	Cancer:Lung disease:Schizophrenia:Vasculitis
CD83	Cytomegalovirus infection:Dermatitis:Enteritis:Gallbaldder cancer:Infection:Leukemia:Lung cancer:Lupus erythematosus:Polymyositis:Rheumatoid arthritis
PANK2	Movement disorder:Myopathy
CD86	Adenovirus infection:Asthma:Atherosclerosis:Common variable immunodeficiency:Diabetes mellitus:Enteritis:Herpes:IGA glomerulonephritis:Kaposi sarcoma:Leukemia:Melanoma:Nasopharyngeal cancer:Rheumatoid arthritis:Sarcoidosis:Thyroid cancer:Ulcerative colitis
BPI	"Labor, Premature":Cystic fibrosis:Fetal disease:Leukemia:Periodontal disease:Rheumatoid arthritis:Systemic infection:Systemic scleroderma
CD80	Adenovirus infection:Atherosclerosis:Graves' disease:HIV infection:Herpes:IGA glomerulonephritis:Liver cancer:Melanoma:Multiple sclerosis:Nasopharyngeal cancer:Rheumatoid arthritis:Sarcoidosis:Squamous cell cancer:Stomach cancer:Thyroiditis:Tuberculosis:Ulcerative colitis
CD82	Cancer:Penile disease
C5ORF13	Brain tumor:Emphysema
C1D	Cancer:Polymyositis:Scleroderma:Systemic scleroderma
CKS1B	Cancer
KRT6A	Cancer
TNF	Alcoholic liver disease:Alzheimer's disease:Amyloidosis:Anemia:Anorexia nervosa:Aplastic anemia:Arthritis:Asthma:Atherosclerosis:Autoimmune disease:Basal cell carcinoma:Behcet syndrome:Bladder cancer:Breast cancer:Celiac disease:Cervical cancer:Colon cancer:Dermatitis:Diabetes mellitus:Down syndrome:Embryoma:Endometriosis:Enteritis:Familial Mediterranean fever:Fanconi's anemia:Granulomatous disease:HIV infection:Heart failure:Hepatitis B:Histiocytosis:Hypothyroidism:Infertility:Intermediate coronary syndrome:Kidney disease:Leprosy:Leukemia:Lichen planus:Lipodystrophy:Liver cancer:Lupus erythematosus:Malaria:Malignant glioma:Melanoma:Migraine:Mucocutaneous lymph node syndrome:Multiple myeloma:Multiple sclerosis:Muscular dystrophies:Mycoses:Narcolepsy:Nasopharyngeal cancer:Necrotizing enterocolitis:Nephrosis:Obesity:Otitis media:Ovary cancer:Pancreas cancer:Pancreatitis:Periodontitis:Polycystic ovary syndrome:Prostate cancer:Psoriasis:Pulmonary fibrosis:Renal Cell cancer:Rheumatoid arthritis:Sarcoidosis:Schizophrenia:Silicosis:Stomach cancer:Stroke:Systemic infection:Thrombophilia:Thyroid cancer:Tuberculosis:Tuberous sclerosis:Ulcerative colitis
TNC	"Hypertension, Pulmonary":Asthma:Breast cancer:Bronchopulmonary dysplasia:Chondrosarcoma:Colon cancer:Diabetes mellitus:Embryoma:Endometriosis:Lung cancer:Nervous system tumor:Oral cancer:Polyarthritis:Respiratory failure:Sarcoidosis:Tuberculosis:Vulvar disease
FOXM1	Cancer
TRIB3	Cancer:Congenital abnormality
TNFRSF8	Chronic rejection of renal transplant:Cirrhosis:Common variable immunodeficiency:Graves' disease:HIV infection:Hepatitis C:Hodgkin's disease:Hypertension:Leukemia:Lupus erythematosus:Lymphoma:Pyelonephritis:Rheumatoid arthritis
C1R	Alzheimer's disease
TNFRSF4	Colon cancer:Diabetes mellitus:Embryoma:Graves' disease:HIV infection:Melanoma:Multiple sclerosis
TRIB2	Uveitis
RPA2	Multiple endocrine neoplasia
TYMS	Abortion:Cancer:Central nervous system disease:Cytomegalovirus infection:Folic acid deficiency:Hypertension:Rheumatoid arthritis:Thrombophlebitis
ERCC8	Cockayne syndrome
TYMP	Cancer:Cirrhosis:Mitochondrial encephalomyopathies:Oral cancer:Synovitis:Thrombophlebitis
ERCC5	Cockayne syndrome:Lung cancer:Sarcoma:Solid tumor
ERCC6	Cockayne syndrome:Lung cancer:Macular degeneration
MAP3K2	Rheumatoid arthritis
CDC2L2	Diabetes mellitus:Melanoma
MAP3K1	Cancer:Diabetes mellitus
SAFB	Cholangiocarcinoma:Squamous cell cancer
NFAT5	Leukemia
ZC3H12A	Atherosclerosis
TNN	Breast cancer:Colon cancer
IL2RG	Embryoma:Immunologic deficiency syndrome:Leukemia
ERCC3	Esophageal tumor:Hereditary disease:Lung cancer:Ovarian cancer
ERCC4	Breast cancer:Fanconi's anemia:Testicular tumor
ERCC1	Azoospermia:Cancer:Hemolytic anemia:Ovarian disease:Prostate cancer:Testicular tumor
APC	Barrett's esophagus:Cancer:Congenital abnormality:Pervasive development disorder:Schizophrenia:Ulcerative colitis
ERCC2	Azoospermia:Barrett's esophagus:Cancer:Cockayne syndrome:Hemolytic anemia:Peptic esophagitis:Stroke
TXNIP	Breast cancer:Diabetes mellitus:Hyperlipidemia:Pancreas cancer:Ulcerative colitis
FOXL2	Breast cancer:Duane retraction syndrome:Ovarian failure:Polycystic ovary syndrome:Ptosis
IL2RB	Embryoma:Endometriosis:HIV infection:Leukemia:Skin disease
IL2RA	Autoimmune disease:Breast cancer:Down syndrome:Embryoma:Eosinophilia:HIV infection:Hemolytic-Uremic syndrome:Leukemia:Liver cancer:Lung cancer:Lupus erythematosus:Lymphoma:Mitral valve disease:Pancreas cancer:Pancreatitis:Periodontitis:Squamous cell cancer:Systemic infection:Tuberculosis
RAD51AP1	Cholangiocarcinoma:Liver tumor
KAT2B	Drug abuse:Leukemia:Rhabdomyosarcoma
DEFB103A	Amnionitis:Dermatitis:Gastritis:Gram-Negative bacterial infection:Lichen planus:Mycosis fungoides:Squamous cell cancer
CD99	Cancer
MLF1IP	Cancer
RALGDS	Melanoma:Neoplasm metastasis
WSB1	Cancer
WSB2	Colon cancer
BRE	Liver cancer
ARAP3	Bacterial infection
GGNBP2	Larynx cancer
GGNBP1	Testicular dysfunction
A2M	"Prostatic hypertrophy, Benign":Alzheimer's disease:Multiple sclerosis:Obesity:Pancreatitis:Prion disease:Prostate cancer
SLC9A6	Movement disorder
TUBB2A	Lung cancer:Stomach cancer
MASP2	Aortic valve disease:Cystic fibrosis:Embryoma:Enteritis:Infectious lung disease:Neoplasm metastasis:Neutropenia:Rheumatic fever
SLC9A3	Proteinuria:Sudden infant death syndrome
TUBB2C	Cancer:Nasopharyngeal cancer
MPV17	Leukodystrophy NOS:Liver disease:Polyneuropathy
CIAPIN1	Adenovirus infection:Leukemia:Liver cancer:Stomach cancer
ACTG1	Deafness:Salmonella infection
ACTG2	Cholestasis:Diabetes mellitus:Pre-Eclampsia
GIT2	Heart failure
CCNA1	Leukemia:Primary tumor:Prostate cancer:Retinoblastoma
LSM1	Breast cancer:Prostate cancer
CCNA2	Barrett's esophagus:Cancer:Ulcerative colitis
C15ORF55	Carcinoma:Epstein-Barr virus infection
PLS3	Mycosis fungoides:Spinal cord disease
CELA3A	Pancreas cancer
BCL2L15	Cancer
BCL2L14	Bladder cancer:Squamous cell cancer
CLCA1	Asthma:Chronic obstructive airway disease:Colon cancer:Cystic fibrosis
NCF2	Atherosclerosis:Granulomatous disease:Porcine reproductive and respiratory syndrome
CLCA4	Cystic fibrosis
NCF1	Hyperglycemia
NCF4	Rheumatoid arthritis
SPAG1	Cancer:Embryoma
BCL2L11	Cancer:Gram-Negative bacterial infection:Lymphoma:Vaccinia
PLAUR	Atherosclerosis:Cancer:Dermatitis:HIV infection:Polycystic ovary syndrome:Rheumatic fever
BCL2L10	Cancer:Carcinoma
SPAG9	Cancer:Systemic scleroderma:Testicular dysfunction
IBSP	Breast cancer:Neoplasm metastasis:Osteoporosis:Prostate cancer
IL1R1	Breast cancer:Degenerative disc disease:Endometriosis:Hepatitis:Lung cancer:Mitral valve disease:Nephrosis:Rheumatoid arthritis:Schizophrenia
PUS1	Hematopoietic system disease
CYP2B6	Breast cancer:HIV infection:Polyarthritis:Prostate cancer
UBA7	Leukoencephalopathy:Rheumatoid arthritis
HSPA1A	Asthma:Colon cancer:Common cold:Diabetes mellitus:Kidney failure:Liver cancer:Prostate cancer:Respiratory failure
ESM1	Lung cancer:Renal Cell cancer
HSPA1B	Asthma:Atherosclerosis:Congenital abnormality:Diabetes mellitus:Drug abuse:Enteritis:Nasopharyngeal cancer:Obesity:Pancreatitis:Ulcerative colitis
MTIF3	Parkinson disease
HSPA1L	Embryoma:Sarcoidosis:Uveitis
NPHP3	Retinal disease
PEMT	Breast cancer:Obesity:Schizophrenia
PLTP	Atherosclerosis:Cardiovascular disease:Diabetes mellitus
IQSEC1	Cancer
GIT1	Huntington disease
RPSA	Cancer
KLF12	Rheumatoid arthritis
KLF10	Breast cancer:Clear cell carcinoma:Diabetes mellitus:Pancreas cancer
IL1RN	"Labor, Premature":"Prostatic hypertrophy, Benign":"Purpura, Thrombocytopenic, Idiopathic":Abortion:Alcoholic liver disease:Alopecia:Asthma:Atherosclerosis:Attention deficit hyperactivity disorder:Autoimmune disease:Bacterial vaginosis:Bronchopulmonary dysplasia:Brucellosis:Cerebrovascular disorder:Cervical cancer:Chronic obstructive airway disease:Chronic simple glaucoma:Colon cancer:Cushing syndrome:Cystic fibrosis:Dermatitis:Drug abuse:Encephalitis:Endometriosis:Enteritis:Gastritis:Heart disease:Histiocytosis:Hodgkin's disease:Hypertension:Ischemia:Kidney failure:Lung cancer:Lupus erythematosus:Malaria:Malnutrition:Multiple myeloma:Obesity:Ovarian cancer:Peptic ulcer:Periodontal disease:Polycystic ovary syndrome:Premature birth:Prostate cancer:Schizophrenia:Solid tumor:Stomach cancer:Stroke:Systemic infection:Systemic scleroderma:Ulcerative colitis
MAP2K4	Cancer:Rheumatoid arthritis:Sicca syndrome
LOC441931	Leukemia
RPS6	Abortion:Tuberous sclerosis
DVL1	Prostate cancer:Squamous cell cancer
UBA1	Myopathy:Spinal cord disease
TRPS1	Breast cancer:Papillary cancer
BMP8B	Stomach cancer
SLC9A1	Breast cancer:Cervical cancer:Ischemia:Melanoma:Rabies:Stomach cancer
GLRA1	Hyperopia:Neurotic disorder
TRPV1	Brain tumor:Intestinal disease:Neuropathy:Obesity:Polyarthritis:Rheumatoid arthritis
KIAA1618	Reticulosarcoma
CCNE2	Breast cancer:Primary tumor
CCNE1	Cancer:Testicular dysfunction
SLC23A1	Lymphoma
SLC23A2	Lymphoma
TRPV4	Cystic fibrosis
LAG3	Hodgkin's disease
FMNL1	Embryoma:Leukemia
STS	Attention deficit hyperactivity disorder:Autistic disorder:Brain tumor:Breast cancer:Endometriosis:Esotropia:Meningioma:Neoplasm metastasis:Polycystic ovary syndrome:Primary tumor:Prostate cancer:Stroke:Uterine disease
EXOSC9	Autoimmune disease:Scleroderma:Systemic scleroderma
ACTA1	"Myopathies, Nemaline":Gastrointestinal tumor
ACTA2	Aortic aneurysm:Osteosarcoma
EXOSC5	Cancer
GRHPR	Kidney disease
CSN1S1	"Prostatic hypertrophy, Benign"
CCND1	Adenovirus infection:Cancer:Congenital abnormality:Drug abuse:Endemic goiter:Endometriosis:Hamman-Rich syndrome:Hyperparathyroidism:Keratosis:Kidney failure:Neck cancer:Obesity:Oral cancer:Osteitis deformans
CCND3	Cancer:Graves' disease:Rheumatoid arthritis:Severe acute respiratory syndrome
CCND2	Cancer:Testicular dysfunction
NCK1	Wiskott-Aldrich syndrome
STH	Alzheimer's disease:Behavior disease:Brain disease:Central nervous system disease:Huntington disease:Myopathy:Neurodegenerative disorder:Neuropathy:Pick disease of the brain:Psychotic disorder:Rheumatism
OTOF	Deafness:Neuropathy
GIPR	Cushing syndrome
SRGAP3	Mental retardation
USH1C	Deafness
TMSB4X	Colon cancer:Melanoma:Pancreas cancer
NSD1	Attention deficit hyperactivity disorder:Autistic disorder:Beckwith-Wiedemann syndrome:Leukemia:Mental retardation
CREM	"Infertility, Male":Lupus erythematosus:Lupus vulgaris:Panic disorder
CT47A11	Breast cancer:Colon cancer:Esophageal tumor:Lung cancer
SFTPA1	Bronchiolitis obliterans:Chronic obstructive airway disease:Tuberculosis:Yersinia infection
ITM2B	Alzheimer's disease
GLIPR1	Brain tumor:Prostate cancer
PER2	Bipolar disorder:Breast cancer:Leukemia:Lymphoma
TBC1D4	Dermatitis:Polycystic ovary syndrome
PER3	Bipolar disorder:Drug abuse:Leukemia
WIPF1	Disseminated cancer:Thrombocytopenia:Wiskott-Aldrich syndrome
SIM1	Eating disorder:Obesity
SIM2	Cancer:Down syndrome:Mental retardation
DNM3	Mycosis fungoides
SHMT1	Cancer
ACTC1	"Myopathies, Nemaline":Congenital abnormality:Congenital heart disease
MAT2A	Cancer
SILV	Melanoma:Neoplasm metastasis:Vitiligo
RTN4R	Alzheimer's disease:Schizophrenia
CCNB1	Cancer
CCNB2	Lung cancer:Yersinia infection
SFTPA2	Lung disease
MAT2B	Cancer
IL28A	Polyarthritis:Virus disease
XPO1	Carcinoma:Embryoma:Fanconi's anemia
BMP10	Hypertension
ADH1C	Cancer:Drug abuse:Parkinson disease
ADH1B	Atherosclerosis:Cancer:Drug abuse:Movement disorder:Pancreatitis:Stroke
RCVRN	Embryoma:Lung cancer:Retinal disease
BMP15	Ovarian failure:Polycystic ovary syndrome
CNOT7	Colon cancer
APOA4	Atherosclerosis:Cerebrovascular disorder:Depression:Diabetes mellitus:Enteritis:Hyperlipidemia:Nephrosis:Obesity:Ulcerative colitis
IGHMBP2	Amyotrophic lateral sclerosis:Breast cancer:IGA glomerulonephritis
PLIN	Diabetes mellitus:Hypercholesterolemia:Infection:Obesity:Stroke
RCBTB2	Prostate cancer
APOA2	Atherosclerosis:Diabetes mellitus:Hyperlipidemia:Obesity
APOA1	Adenovirus infection:Alzheimer's disease:Amyloidosis:Aortic valve disease:Cardiovascular disease:Cholelithiasis:Colon cancer:Diabetes mellitus:Drug abuse:Gallbladder disease:Hepatitis B:Hyperlipidemia:Hyperuricemia:Immunologic deficiency syndrome:Liver cancer:Liver tumor:Lung cancer:Metastatic cancer to brain:Polyneuropathy:Rheumatoid arthritis:Schizophrenia:Yersinia infection
CDNF	Parkinson disease
PGRMC1	Carcinoma:Ovary cancer
PUM1	Cancer
ZNF443	Liver cancer:Liver tumor
DAO	Bipolar disorder:Kidney failure:Pervasive development disorder:Psychotic disorder
MYEOV	Adenocarcinoma:Esophagus cancer
DND1	Germ cell tumor
EGFR	"Pleural effusion, Malignant":Adenovirus infection:Angiomyolipoma:Asthma:Atopic rhinitis:Barrett's esophagus:Cancer:Cholelithiasis:Common wart:Cytomegalovirus infection:Diabetes mellitus:Drug abuse:Endometriosis:Esotropia:Gastrointestinal tumor:Glaucoma:Hypercholesterolemia:Lupus erythematosus:Optic atrophy:Oral cancer:Papillary adenocarcinoma:Primary hyperparathyroidism:Schizophrenia:Skin cancer:Stroke:Testicular dysfunction:Thrombophlebitis:Yersinia infection
ACTN4	Breast cancer:Ovarian disease:Pancreas disease:Proteinuria
SIX3	Chondrosarcoma:Sarcoma
SIX2	Congenital abnormality
ACTN1	Endometrial cancer:Endometriosis
TMSB10	Cancer
ARID1B	Thalassemia
CDO1	Mycosis fungoides
SIX6	Congenital abnormality
SLC34A2	Respiratory tract disease
PA2G4	Cancer
SIX1	Breast cancer:Cervical cancer:Kidney disease:Liver cancer
EP400	Adenovirus infection
EXTL3	Adenoma:Colon cancer
PANX2	Brain tumor:Schizophrenia
MRAS	Rheumatoid arthritis
APOC1	Alzheimer's disease:Atherosclerosis:Cholelithiasis:Dermatitis:Diabetes mellitus:Fatty liver:Hyperlipidemia:Pancreas cancer:Systemic infection
APOC2	Amyloidosis:Atherosclerosis
CX3CL1	"Hypertension, Pulmonary":Aortic aneurysm:Asthma:Atherosclerosis:Atopic rhinitis:Cytomegalovirus infection:Dental plaque:Dermatitis:HIV infection:Hemolytic-Uremic syndrome:Infertility:Malaria:Multiple sclerosis:Rheumatoid arthritis
CCNG1	Cancer
CRB2	Systemic scleroderma
RPL6	Stomach cancer
APOC3	Atherosclerosis:Cholelithiasis:Diabetes mellitus:Drug abuse:Hyperglycemia:Hyperlipidemia:Hypertension:Liver cancer:Liver tumor:Lupus erythematosus:Metabolic syndrome X:Transient hypertension of pregnancy
ADAM33	Asthma:Bronchial hyperreactivity
RPL5	Cancer:Embryoma
ADAM28	Breast cancer:Lung cancer
MRC1	Communicable disease
OVGP1	Uterine disease
PRAF2	Neuroblastoma
ADAM29	Leukemia
EPAS1	Cancer:Polyarthritis:Rheumatoid arthritis
EPB41	Ependymoma:Meningioma:Neuroblastoma
EPB42	Hemolytic anemia:Protein deficiency
EFEMP1	Lung cancer:Macular degeneration
MRC2	Cervical cancer
FDPS	Colon cancer:Osteosarcoma
WHSC1	Leukemia:Multiple myeloma
LAT	Generalized anxiety disorder:Lupus erythematosus:Skin tumor:Yersinia infection
TSC1	Autistic disorder:Cancer:Infantile spasms:Skin disease:Tuberous sclerosis
PLK1	Cancer:Rheumatoid arthritis
POLD1	Colon cancer
TSC2	Alzheimer's disease:Angiomyolipoma:Autistic disorder:Bone disease:Brain tumor:Breast cancer:Endometrial cancer:Infantile spasms:Intestinal disease:Neoplasm metastasis:PEComa:Pancreas cancer:Parkinson disease:Polycystic kidney:Squamous cell cancer:Tuberous sclerosis
MTNR1B	Rheumatoid arthritis
TDF	Prostate cancer
SEL1L	Alzheimer's disease:Leukemia
MTNR1A	Alzheimer's disease:Depression:Osteosarcoma
NDST1	Nephrosis
ARID4A	Breast cancer:Neoplasm metastasis
RPRM	Cancer:Embryoma
MAN1B1	Female reproductive cancer:Pelvic inflammatory disease
PEX5	Encephalopathies:Glaucoma:Kidney disease
ZKSCAN3	Colon cancer
RHOU	Breast cancer:Cancer
RPS3	Cancer:Embryoma
FRMD3	Lung cancer
RHOA	"Labor, Premature":Cancer:Hamman-Rich syndrome:IGA glomerulonephritis:Rheumatoid arthritis:Vaccinia
RHOB	Cancer:Polyarthritis
RHOC	Cancer:Skin disease
CDK5RAP3	Colon cancer:Lung cancer
YAP1	Cancer
LBP	Communicable disease:Infection
RHOH	Leukemia
KNG1	Adenocarcinoma:Hypertension:Neoplasm metastasis:Systemic infection
ANKS1B	Leukemia
DDC	Autistic disorder:Bipolar disorder:Neuroblastoma:Pancreas disease:Schizophrenia
C15ORF21	Prostate cancer
TRPM8	Common cold:Neuroendocrine tumor:Prostate cancer
OTX2	Bipolar disorder:Brain tumor
ESR1	"Infertility, Male":Alzheimer's disease:Atherosclerosis:Bipolar disorder:Bronchial hyperreactivity:Cancer:Cerebrovascular disorder:Cholelithiasis:Dental plaque:Depression:Diabetes mellitus:Down syndrome:Endometriosis:Glaucoma:Herpes:Hyperlipidemia:Hypertension:Infertility:Kidney failure:Late pregnancy:Lupus erythematosus:Lupus vulgaris:Migraine:Myasthenia Gravis:Obesity:Osteoporosis:Ovarian disease:Ovarian failure:Panic disorder:Parkinson disease:Polyarthritis:Primary biliary cirrhosis:Rabies:Renal tubular acidosis:Schizophrenia:Stroke:Synovitis:Thymoma:Uterine disease:Vitiligo
CCNL1	Cervical cancer
PADI2	Arthritis:Multiple sclerosis:Rheumatoid arthritis:Spondylarthropathies
CDK9	Breast cancer:HIV infection:Neuroblastoma:Primary tumor
NUP85	Heart failure
ESR2	Alzheimer's disease:Atherosclerosis:Cancer:Cholelithiasis:Dental plaque:Endometriosis:Glaucoma:Hypertension:Late pregnancy:Myasthenia Gravis:Osteoporosis:Ovarian disease:Parkinson disease:Ptosis:Schizophrenia:Temporal arteritis:Testicular dysfunction
MAN1A1	HIV infection
TRPM2	Bipolar disorder
PURB	Heart failure
COBRA1	Breast cancer:Stomach cancer
PURA	Heart failure:Prostate cancer
NCOA2	Breast cancer:Leukemia:Prostate cancer
